Super Junior,60.0,36.0,60.0,40.0,30.0,60.0,120.0,120.0,90.0,90.0,90.0,90.0,108.0,150.0,90.0,9.0,45.0,72.0,108.0,78.0,54.0,90.0,60.0,60.0,24.0,30.0
GOT7,26.0,79.0,77.0,15.0,100.0,58.0,98.0,90.0,5.0,90.0,100.0,15.0,12.5,120.0,3.0,11.5,10.0,10.0,25.0,65.0,48.0,56.0,43.0,47.0,9.5,75.0,62.0,3.5,6.0,15.0,40.0,40.0,53.0,8.333333333333334,75.0,52.0,40.0,17.0,30.0,57.5,12.5,30.0,20.0,25.0,10.0,20.0,15.0,5.0,15.0,30.0,10.0,50.0,15.0,15.0,55.0,5.0,12.0,15.0,45.0,20.0,20.0,50.0,11.666666666666666,5.0,60.0,30.0,15.0,25.5,5.0,5.0,30.0,55.0,60.0,30.0,11.5,18.5,10.0,40.0,27.0,13.333333333333334,15.0,10.0
f(x),5.0
BIGBANG,120.0,36.0,90.0,60.0,90.0,60.0,30.0,102.0,120.0,90.0,120.0,54.0,150.0,60.0,18.0,12.0,108.0,24.0,90.0,30.0,84.0,60.0,12.0,132.0,90.0,12.0,138.0,90.0,36.0,30.0,120.0,18.0,138.0,114.0,150.0,36.0,90.0,42.0,6.0,42.0,60.0,24.0,30.0,12.0,24.0
BTS,90.0,50.0,72.0,15.0,145.0,174.0,30.0,390.0,252.0,77.0,65.0,27.0,177.0,53.0,42.0,45.5,15.0,10.0,83.5
SHINee,60.0,138.0,180.0,20.0,45.0,30.0,75.0,90.0,45.0,37.0,48.0,60.0,150.0,30.0,18.0
BLACKPINK,60.0,108.0,36.0,252.0,18.0,9.0,30.0,20.0,66.0,20.0,17.0,180.0,72.0,16.0,11.25,156.0,72.0,36.0,26.0,90.0,162.0,90.0,90.0,60.0,4.5,18.0,12.0
EXO,60.0,42.0,30.0,30.0,42.0,24.0,30.0,90.0,54.0,36.0,15.0,24.0,3.0,6.0,6.0,6.0,120.0,42.0,60.0,336.0,12.0,30.0,36.0,30.0,12.0,75.0,66.0,21.0,12.0,24.0,6.0,43.0,43.0,43.0,9.0,25.0,3.0,13.0,30.0,24.0,207.0,13.0,15.0,6.0,30.0,6.0,21.0,19.0,84.0,108.0,37.0,19.0,6.0,35.0,10.0,6.0,23.0,33.0,31.0,6.0,60.0,38.0,6.0,120.0,11.0,4.0,7.0,8.0,3.0,11.0,29.0,7.0,19.0,32.0,2.0,10.0,33.0,15.0,87.0,21.0,37.0,32.0,33.0,11.0,8.0,22.0,11.0,27.0,6.0,16.0,37.0,30.0,14.0,24.0,5.0,77.0,4.0,4.0,12.0,89.0,140.0,43.0,12.0,2.0,12.0,13.0,12.5,4.0,24.0,12.0,14.0,7.0,69.0,62.0,12.0,50.0,20.0,42.0,58.0,54.0,170.0,60.0,30.0,31.0,15.0,30.0,54.0,21.0,34.0,6.0,46.0,11.0,11.0,87.0,30.0
